ABBREV	DEGREE	US_UNIVERSITY	GENDER	PREVIOUS_DEGREE	COLOMBIAN_UNIVERSITY
JWF	MASTER'S	University of Florida	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Michigan State University	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	Virginia Polytechnic Institute and State University	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	Ph.D.	Pennsylvania State University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	Ph.D.	University of Maryland - College Park	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FLB-CLC	MASTER'S	Ohio State University	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
FLB-CLC	Ph.D.	University of Maryland - College Park	MALE	BACHELOR	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
FLB-CLC	MASTER'S	University of Illinois at Urbana-Champaign	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
FLB-CLC	MASTER'S	University of Pittsburgh - Main Campus	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
FLB-CLC	MASTER'S	Iowa State University	MALE	BACHELOR	UNIVERSIDAD TECNOLOGICA DE BOLIVAR
HHH	INV & DOC	Massachusetts Institute of Technology	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
CLC-DNP	Ph.D.	Georgia Institute of Technology - Main Campus	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
FLB-LSP	MASTER'S	University of Michigan - Ann Arbor	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
FLB-LSP	MASTER'S	The University of Texas at Arlington	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
FLB-CLC	MASTER'S	Boston University	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
SRM	MASTER'S	Vanderbilt University	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
JWF	MASTER'S	Massachusetts Institute of Technology	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	University of North Dakota	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	University of Texas at Austin	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	UNIVERSITY OF MINNESOTA - TWIN CITIES	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Washington University in St Louis	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FLB-LSP	Ph.D.	University of Michigan - Ann Arbor	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	University of Louisville	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
ATG	MASTER'S	SUNY Stony Brook	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	SUNY Stony Brook	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	University of Rhode Island	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
FLB-LSP	MASTER'S	University of Toledo	MALE	BACHELOR	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
JWF	MASTER'S	Drexel University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of Florida	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	MASTER'S	Georgia State University	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
FLB-CLC	Ph.D.	SUNY Stony Brook	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
ATG	MASTER'S	Rensselaer Polytechnic Institute	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
FLB-LSP	MASTER'S	Tulane University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FLB-LSP	MASTER'S	The University of Tennessee - Knoxville	MALE	BACHELOR	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
FLB-CLC	Ph.D.	City College of New York of the City University of New York, The	FEMALE	BACHELOR	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
PROF. AN	Ph.D.	University of California - Davis	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
DU	Ph.D.	Oregon State University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC-DNP	Ph.D.	University of Missouri - Columbia	FEMALE	BACHELOR	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
DU	Ph.D.	University of Illinois at Urbana-Champaign	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC
LID	MASTER'S	SUNY College of Environmental Science and Forestry	FEMALE	BACHELOR	UNIVERSIDAD DE SAN BUENAVENTURA
JWF	MASTER'S	Stanford University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	University of Miami	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC
JWF	MASTER'S	University of California - Los Angeles	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Indiana University Bloomington	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	University of Massachusetts Amherst	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Georgia Institute of Technology - Main Campus	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	UNKNOWN	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Ohio University - Main Campus	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Carnegie Mellon University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Columbia University in the City of New York	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Ohio University - Main Campus	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	MASTER'S	University of Toledo	MALE	BACHELOR	UNIVERSIDAD INCCA DE COLOMBIA
ATG	MASTER'S	University of South Carolina - Columbia	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
ATG	MASTER'S	University of South Carolina - Columbia	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
ATG	MASTER'S	SUNY Stony Brook	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	Northeastern University	MALE	BACHELOR	UNIVERSIDAD INCCA DE COLOMBIA
JWF	MASTER'S	SUNY at Buffalo	FEMALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	University of Massachusetts Amherst	MALE	BACHELOR	UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP
JWF	MASTER'S	University of Michigan - Ann Arbor	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Boston University	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	American University	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	MASTER'S	Temple University	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	Rensselaer Polytechnic Institute	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	University of Virginia	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	MASTER'S	Western Illinois University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of Notre Dame	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
JWF	MASTER'S	University of Notre Dame	FEMALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
JWF	MASTER'S	SUNY at Binghamton	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
HHH	INV & DOC	Rutgers, The State University of New Jersey	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
HHH	INV & DOC	Harvard University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Yale University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
ARTS	MASTER'S	New York Film Academy, New York	FEMALE	BACHELOR	ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO
JWF	MASTER'S	Georgia State University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Stanford University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	The New School	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	University of South Carolina - Columbia	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Northeastern University	MALE	BACHELOR	UNIVERSIDAD INCCA DE COLOMBIA
HHH	INV & DOC	Tufts University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	Ph.D.	UNIVERSITY OF MINNESOTA - TWIN CITIES	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
ATG	MASTER'S	SUNY Stony Brook	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
ATG	MASTER'S	University of South Carolina - Columbia	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FLB-LSP	MASTER'S	University of Massachusetts Amherst	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	SUNY at Albany	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
PAS	INV & DOC	University of Pittsburgh - Main Campus	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
DU	MASTER'S	University of Pittsburgh - Main Campus	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
HHH	INV & DOC	Cornell University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	Ph.D.	SUNY College of Environmental Science and Forestry	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
FLB-LSP	MASTER'S	Georgia Institute of Technology - Main Campus	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
FLB-CLC	Ph.D.	Virginia Polytechnic Institute and State University	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
ATG	MASTER'S	UNKNOWN	FEMALE	BACHELOR	UNIVERSIDAD DEL VALLE
JWF	MASTER'S	Ohio University - Main Campus	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
ATG	MASTER'S	Boston University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of California, Berkeley	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
DU	Ph.D.	Cornell University	MALE	BACHELOR	UNIVERSIDAD DEL NORTE
JWF	MASTER'S	University of Illinois at Urbana-Champaign	MALE	BACHELOR	
JWF	MASTER'S	Northeastern University	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	MASTER'S	University of Wisconsin - Madison	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Rutgers, The State University of New Jersey	MALE	BACHELOR	UNIVERSIDAD DEL NORTE
JWF	MASTER'S	University of Pittsburgh - Main Campus	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	University of Pittsburgh - Main Campus	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FLB-LSP	MASTER'S	Lehigh University	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
FLB-LSP	MASTER'S	Stanford University	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
JWF	MASTER'S	Northeastern University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
ATG	MASTER'S	Temple University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-ICX	MASTER'S	Southern Illinois University Carbondale	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
ATG	MASTER'S	University of Texas at Austin	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
DU	Ph.D.	Indiana University Bloomington	MALE	BACHELOR	UNIVERSIDAD EAFIT-
FLB-CLC	Ph.D.	University of Florida	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
PAS	INV & DOC	SUNY Stony Brook	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC-DNP	Ph.D.	University of Kentucky	MALE	BACHELOR	UNIVERSIDAD EAFIT-
JWF	MASTER'S	Michigan Technological University	MALE	BACHELOR	UNIVERSIDAD DEL NORTE
ARTS	INV & DOC	University of New Mexico	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
ATG	MASTER'S	Massachusetts Institute of Technology	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	MASTER'S	Massachusetts Institute of Technology	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-ICX	MASTER'S	UNIVERSITY OF MINNESOTA - TWIN CITIES	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	INV & DOC	San Francisco Art Institute	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FLB-LSP	MASTER'S	Rensselaer Polytechnic Institute	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Stanford University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FLB-LSP	MASTER'S	UNIVERSITY OF MINNESOTA - TWIN CITIES	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
VS	INV & DOC	Colorado State University	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
FLB-LSP	Ph.D.	Georgia Institute of Technology - Main Campus	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
FLB-LSP	Ph.D.	Lehigh University	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
FLB-CLC	MASTER'S	Pennsylvania State University	FEMALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
FLB-LSP	MASTER'S	University of Wisconsin - Madison	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	Stevens Institute of Technology	MALE	BACHELOR	ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA
JWF	MASTER'S	UNKNOWN	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	Iowa State University	MALE	BACHELOR	UNIVERSIDAD DEL ATLANTICO
DU	Ph.D.	University of Pittsburgh - Main Campus	MALE	BACHELOR	FUNDACION UNIVERSIDAD DE AMERICA
JWF	MASTER'S	Oklahoma State University	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	University of Miami	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Colorado State University	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	University of Pittsburgh - Main Campus	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
JWF	MASTER'S	Lehigh University	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	MASTER'S	University of Arizona	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of Kentucky	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	George Washington University, The	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
ATG	MASTER'S	SUNY Stony Brook	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	University of Arizona	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of California - Los Angeles	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
PAS	INV & DOC	Lehigh University	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
DU	Ph.D.	University of Connecticut	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
CLC-DNP	Ph.D.	Ohio State University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
DU	Ph.D.	Texas A&M University	FEMALE	BACHELOR	FUNDACION UNIVERSIDAD DE AMERICA
JWF	MASTER'S	Rice University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Rensselaer Polytechnic Institute	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Kansas State University	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	MASTER'S	Montana State University - Bozeman	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
JWF	MASTER'S	University of Pittsburgh - Main Campus	MALE	BACHELOR	
JWF	MASTER'S	University of Illinois at Chicago	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-LSP	MASTER'S	Stevens Institute of Technology	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-LSP	MASTER'S	The University of Alabama	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-LSP	Ph.D.	Ohio State University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-LSP	MASTER'S	University of Delaware	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	Ph.D.	Cornell University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Manhattan College	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-CLC	Ph.D.	University of Georgia	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
JWF	MASTER'S	Illinois Institute of Technology	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
JWF	MASTER'S	University of Kentucky	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Case Western Reserve University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Oregon State University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of Texas at Austin	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	Syracuse University	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
FLB-CLC	MASTER'S	Northeastern University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FLB-LSP	MASTER'S	Case Western Reserve University	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
FLB-LSP	MASTER'S	University of California - Los Angeles	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
FLB-LSP	MASTER'S	Rensselaer Polytechnic Institute	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
ATG	MASTER'S	University of Pittsburgh - Main Campus	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	Georgetown University	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	Saint Louis University-Main Campus	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
JWF	MASTER'S	San Francisco State University	FEMALE	BACHELOR	
JWF	MASTER'S	University of California - Los Angeles	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
JWF	MASTER'S	Drew University	MALE	BACHELOR	
JWF	MASTER'S	Saint Louis University-Main Campus	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
JWF	MASTER'S	Indiana University Bloomington	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	University of Florida	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
TEP	INV & DOC	EPHRATA HIGH SCHOOL	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
TEP	INV & DOC	HOOPER AVENUE SCHOOL	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Ball State University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of Oregon	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
TEP	INV & DOC	SOUTH LAKES HIGH SCHOOL	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
JWF	MASTER'S	University of Texas at Austin	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
TEP	INV & DOC	BILLINGHURST B.D.	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
TEP	INV & DOC	HAMILTON CENTRAL SCHOOL	FEMALE	BACHELOR	UNIVERSIDAD LA GRAN COLOMBIA
JWF	MASTER'S	UNIVERSITY OF MARYLAND - BALTIMORE	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
TEP	INV & DOC	MARTIN LUTHER KING ACADEMIC MAGNET	MALE	BACHELOR	UNIVERSIDAD DEL ATLANTICO
TEP	INV & DOC	UNIVERSITY PREP ACADEMY	MALE	BACHELOR	UNIVERSIDAD DEL ATLANTICO
FLB-CLC	Ph.D.	University of Massachusetts - Boston	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC
FLB-LSP	MASTER'S	Ohio University - Main Campus	FEMALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	University of Illinois at Urbana-Champaign	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
TEP	INV & DOC	CHERRY HILL HIGH SCHOOL	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
TEP	INV & DOC	FEASTER-EDISON CHARTER SCHOOL	FEMALE	BACHELOR	UNIVERSIDAD INCCA DE COLOMBIA
TEP	INV & DOC	NORTH ELEMENTARY BRIGHTON -CO	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
TEP	INV & DOC	LAKEWOOD HIGH SCHOOL	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Saint Michaels College	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
TEP	INV & DOC	MANUAL ARTS HIGH SCHOOL	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
TEP	INV & DOC	TIMOTHY DWIGHT SCHOOL	MALE	BACHELOR	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
TEP	INV & DOC	BISCAYNE GARDENS ELEMENTARY SCHOOL	MALE	BACHELOR	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
TEP	INV & DOC	135TH ST. SCHOOL	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
JWF	MASTER'S	Ball State University	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
JWF	MASTER'S	University of Utah	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Northern Illinois University	FEMALE	BACHELOR	
TEP	INV & DOC	EAST HIGH SCHOOL	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
TEP	INV & DOC	ASCOT ELEMENTARY SCHOOL	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
TEP	INV & DOC	SYLVAN HILLS JUNIOR HIGH SCHOOL	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Southern Illinois University Carbondale	FEMALE	BACHELOR	UNIVERSIDAD DE PAMPLONA
DU	MASTER'S	University of Northern Iowa	FEMALE	BACHELOR	UNIVERSIDAD DE NARIÃ‘O
DU	MASTER'S	University of Northern Iowa	MALE	BACHELOR	UNIVERSIDAD DE NARIÃ‘O
FLB-LSP	MASTER'S	University of Northern Iowa	FEMALE	BACHELOR	UNIVERSIDAD DE NARIÃ‘O
TEP	INV & DOC	RICHLAND NORTHEAST HIGH SCHOOL	FEMALE	BACHELOR	UNIVERSIDAD DEL VALLE
TEP	INV & DOC	OMAK HIGH SCHOOL	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
TEP	INV & DOC	MANHATTAN COMPREHENSIVE NIGHT & DAY HIGH SCHOOL	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
REG	PH.D.	Rice University	MALE	BACHELOR	UNIVERSIDAD EAFIT-
REG	PH.D.	University of South Carolina - Columbia	MALE	BACHELOR	FUNDACION UNIVERSITARIA ESUMER
PROF. AN	PH.D.	Rutgers, The State University of New Jersey	MALE	BACHELOR	UNIVERSIDAD EAFIT-
JWF	MASTER'S	Northeastern University	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	Harvard University	MALE	BACHELOR	COLEGIO MAYOR DE NUESTRA SEÃ‘ORA DEL ROSARIO
VS	INV & DOC	University of Wisconsin - Madison	MALE	BACHELOR	UNIVERSIDAD DEL ROSARIO
CLC- FLB	PH.D.	University of California, Berkeley	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CLC- FLB	PH.D.	University of Texas at Austin	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
HHH	INV & DOC	University of California - Davis	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of Chicago	FEMALE	BACHELOR	UNIVERSIDAD EAFIT-
JWF	MASTER'S	Harvard University	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	Harvard University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
PETRO	MASTER'S	University of Notre Dame	FEMALE	BACHELOR	UNIVERSIDAD SURCOLOMBIANA
PETRO	MASTER'S	University of Chicago	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
DU	MASTER'S	University of California, Berkeley	MALE	BACHELOR	UNIVERSIDAD EXTERNADO DE COLOMBIA
JWF	MASTER'S	Georgetown University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
PETRO	PH.D.	Tufts University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Georgetown University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC- FLB	PH.D.	University of Massachusetts Amherst	FEMALE	BACHELOR	UNIVERSIDAD DE CALDAS
JWF	MASTER'S	Tulane University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
HHH	INV & DOC	American University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
PETRO	MASTER'S	New York University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Georgetown University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CALDAS	Ph.D.		FEMALE	BACHELOR	UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD
JWF	MASTER'S	Arizona State University	MALE	BACHELOR	TBILISI GEORGIA UNIVERSITY
TEP	INV & DOC	EPHRATA HIGH SCHOOL	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Michigan State University	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
JWF	MASTER'S	Vanderbilt University	MALE	BACHELOR	
