ABBREV.	DEGREE	GENERAL_ACADEMIC_AREA	US_UNIVERSITY	US_CITY	GENDER	COLOMBIAN_CITY	PREVIOUS_DEGREE	FIELD _OF_STUDY	COLOMBIAN_UNIVERSITY
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Jacksonville State University	JACKSONVILLE	FEMALE				
JWF	MASTER'S	ART & ARCHITECTURE	Manhattan School of Music	NEW YORK	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of California - Los Angeles	LOS ANGELES	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Wisconsin - Madison	MADISON	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Bowdoin College	BRUNSWICK	MALE				UNIVERSIDAD DEL ATLANTICO
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Allegheny College	MEADVILLE	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Georgia Institute of Technology - Main Campus	ATLANTA	MALE				
JWF	MASTER'S	EDUCATION	Indiana University Bloomington	BLOOMINGTON	FEMALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Michigan State University	EAST LANSING	FEMALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Kansas	LAWRENCE	FEMALE				
JWF	MASTER'S	EDUCATION	University of Texas at Austin	AUSTIN	FEMALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Rochester	ROCHESTER	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Georgia Institute of Technology - Main Campus	ATLANTA	MALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Indiana University Bloomington	BLOOMINGTON	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Indiana University Bloomington	BLOOMINGTON	MALE				
JWF	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Michigan State University	EAST LANSING	FEMALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio State University	COLUMBUS	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Southern Illinois University Carbondale	CARBONDALE	MALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Texas State Technical College - Waco	WACO	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Tulane University	NEW ORLEANS	FEMALE				
JWF	MASTER'S	EDUCATION	University of California - Los Angeles	LOS ANGELES	FEMALE				
JWF	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	University of California, Berkeley	BERKELEY	MALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of Michigan - Ann Arbor	ANN ARBOR	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Rochester	ROCHESTER	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Columbia University in the City of New York	NEW YORK	MALE				
JWF	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Michigan State University	EAST LANSING	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Washington	BOTHELL	FEMALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Brandeis University	BOSTON	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Cornell University	ITHACA	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Indiana University Bloomington	BLOOMINGTON	MALE				
JWF	MASTER'S	EDUCATION	Iowa State University	AMES	FEMALE				
JWF	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	Oregon State University	CORVALLIS	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Rutgers, The State University of New Jersey	NEW BRUNSWICK	MALE				
JWF	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Arizona	TUCSON	MALE				
JWF	MASTER'S	EDUCATION	University of California - Los Angeles	LOS ANGELES	FEMALE				
JWF	MASTER'S	EDUCATION	University of California - Los Angeles	LOS ANGELES	FEMALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of California, Berkeley	BERKELEY	MALE				
JWF	MASTER'S	EDUCATION	University of Kansas	LAWRENCE	MALE				
JWF	Ph.D.	PHYSICAL SCIENCES & MATHEMATICS	University of Maryland - College Park	COLLEGE PARK	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Michigan - Ann Arbor	ANN ARBOR	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Texas at Austin	AUSTIN	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Vanderbilt University	NASHVILLE	MALE				
JWF	MASTER'S	EDUCATION	NEBRASKA STATE TEACHERS COLLEGE	PERU	FEMALE				
JWF	MASTER'S	ART & ARCHITECTURE	PHOENIX SCHOOL OF DESIGN	NEW YORK	FEMALE				
JWF	MASTER'S	EDUCATION	University of Oregon	EUGENE	MALE				UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	American University	WASHINGTON D.C	MALE				
JWF	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Cornell University	ITHACA	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Iowa State University	AMES	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Massachusetts Institute of Technology	CAMBRIDGE	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio State University	COLUMBUS	MALE				
JWF	MASTER'S	LAW	Southern Methodist University	DALLAS	FEMALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Delaware	NEWARK	FEMALE				
JWF	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	University of Maryland - College Park	COLLEGE PARK	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Michigan - Ann Arbor	ANN ARBOR	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Tulsa	TULSA	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Georgetown University	WASHINGTON D.C	MALE				UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Georgia Institute of Technology - Main Campus	ATLANTA	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Georgia Institute of Technology - Main Campus	ATLANTA	MALE				
JWF	Ph.D.	HUMANITIES & SOCIAL SCIENCES	Oklahoma State University	STILLWATER	MALE				
JWF	MASTER'S	EDUCATION	University of California - Los Angeles	LOS ANGELES	FEMALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of New Hampshire	DURHAM	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Washington University in St Louis	SAINT LOUIS	FEMALE				UNIVERSIDAD PEDAGOGICA NACIONAL
JWF	Ph.D.	HUMANITIES & SOCIAL SCIENCES	Indiana University Bloomington	BLOOMINGTON	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Fordham University	NEW YORK	MALE				
ATG	MASTER'S	ENGINEERING & APPLIED SCIENCES	Iowa State University	AMES	MALE				
JWF	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Iowa State University	AMES	FEMALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio State University	COLUMBUS	FEMALE				
JWF	MASTER'S	EDUCATION	University of California - Los Angeles	LOS ANGELES	MALE				
JWF	MASTER'S	EDUCATION	University of California - Los Angeles	LOS ANGELES	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of California, Berkeley	BERKELEY	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Colorado	BOULDER	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Kansas	LAWRENCE	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Miami	CORAL GABLES	MALE				
JWF	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	University of Northern Iowa	CEDAR FALLS	FEMALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Pittsburgh - Main Campus	PITTSBURGH	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Wisconsin - Madison	MADISON	MALE				
JWF	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	UNIVERSITY OF MINNESOTA - TWIN CITIES	TWIN CITIES	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Delaware	NEWARK	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Virginia	CHARLOTTESVILLE	MALE				
JWF	MASTER'S	ART & ARCHITECTURE	Yale University	NEW HAVEN	MALE				
JWF	MASTER'S	EDUCATION	Georgia State University	ATLANTA	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Montana State University - Bozeman	BOZEMAN	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of California - Los Angeles	LOS ANGELES	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of California - Los Angeles	LOS ANGELES	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of California - Los Angeles	LOS ANGELES	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	West Virginia State University	INSTITUTE	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Missouri - Columbia	COLUMBIA	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Cornell University	ITHACA	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	UNIVERSITY OF MINNESOTA - TWIN CITIES	TWIN CITIES	FEMALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Arizona State University	TEMPE	MALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Columbia University in the City of New York	NEW YORK	MALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Southern Illinois University Carbondale	CARBONDALE	MALE				
JWF	Ph.D.	ENGINEERING & APPLIED SCIENCES	Stanford University	STANDFORD	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Arizona	TUCSON	FEMALE				
JWF	MASTER'S	EDUCATION	University of California - Los Angeles	LOS ANGELES	FEMALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of California - Los Angeles	LOS ANGELES	FEMALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Mississippi	SOUTHEAVEN	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of New Mexico	ALBUQUERQUE	MALE				
ATG	INV & DOC	EDUCATION	University of Northern Iowa	CEDAR FALLS	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Northern Iowa	CEDAR FALLS	FEMALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Notre Dame	SOUTH BEND	MALE				
JWF	MASTER'S	ART & ARCHITECTURE	University of Pittsburgh - Main Campus	PITTSBURGH	MALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of Pittsburgh - Main Campus	PITTSBURGH	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	New York University	NEW YORK	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Rensselaer Polytechnic Institute	TROY	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Alabama at Birmingham	BIRMINGHAM	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Florida State University	TALLAHASSEE	FEMALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Syracuse University	SYRACUSE	MALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of Detroit Mercy	DETROIT	MALE				
JWF	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Miami	CORAL GABLES	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Pittsburgh - Main Campus	PITTSBURGH	MALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of Pittsburgh - Main Campus	PITTSBURGH	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Vanderbilt University	NASHVILLE	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	West Virginia University	MORGANTOWN	FEMALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	California State University - Sacramento	SACRAMENTO	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Colorado School of Mines	GOLDEN	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Indiana University Bloomington	BLOOMINGTON	FEMALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Mississippi State University	MISSISSIPPI STATE	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	The University of Tennessee - Knoxville	KNOXVILLE	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Alabama at Birmingham	BIRMINGHAM	MALE				
JWF	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Detroit Mercy	DETROIT	FEMALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Massachusetts - Lowell	LOWELL	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Wisconsin - Madison	MADISON	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Washington University in St Louis	SAINT LOUIS	MALE				
JWF	MASTER'S	ART & ARCHITECTURE	New York University	NEW YORK	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Brown University	PROVIDENCE	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Case Western Reserve University	CLEVELAND	MALE				
JWF	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	Colorado School of Mines	GOLDEN	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Indiana University Bloomington	BLOOMINGTON	FEMALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Southern Methodist University	DALLAS	MALE				
JWF	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	SUNY Stony Brook	MANHATTAN	MALE				
JWF	MASTER'S	EDUCATION	University of New Mexico	ALBUQUERQUE	MALE				
JWF	MASTER'S	EDUCATION	University of Northern Iowa	CEDAR FALLS	FEMALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Wisconsin - Madison	MADISON	FEMALE				
JWF	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	University of Wisconsin - Madison	MADISON	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Harvard University	CAMBRIDGE	MALE				UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Ohio State University	COLUMBUS	MALE				
JWF	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Mississippi State University	MISSISSIPPI STATE	MALE				
JWF	MASTER'S	LAW	New York University	NEW YORK	MALE				
JWF	MASTER'S	EDUCATION	University of Texas at Austin	AUSTIN	MALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Ball State University	MUNCIE	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Georgia Institute of Technology - Main Campus	ATLANTA	FEMALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Georgia State University	ATLANTA	MALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Georgia State University	ATLANTA	MALE				
JWF	MASTER'S	EDUCATION	Harvard University	CAMBRIDGE	MALE				
ATG	MASTER'S	HUMANITIES & SOCIAL SCIENCES	New York University	NEW YORK	FEMALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	New York University	NEW YORK	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	SUNY at Buffalo	BUFFALO	MALE				
JWF	Ph.D.	PHYSICAL SCIENCES & MATHEMATICS	Temple University	PHILADELPHIA	MALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of New Mexico	ALBUQUERQUE	FEMALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of New Mexico	ALBUQUERQUE	MALE				
JWF	MASTER'S	ART & ARCHITECTURE	University of Texas at Austin	AUSTIN	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Wisconsin - Madison	MADISON	MALE				
JWF	MASTER'S	LAW	SOUTHWESTERN LEGAL FOUNDATION	PLANO	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Bowling Green State University	BOWLING GREEN	MALE				
JWF	Ph.D.	EDUCATION	Boston College	CHESNUT HILL	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Harvard University	CAMBRIDGE	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	San Diego State University	SAN DIEGO	MALE				
JWF	MASTER'S	LAW	Tulane University	NEW ORLEANS	MALE				
JWF	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Cincinnati	CINCINNATI	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Michigan - Ann Arbor	ANN ARBOR	MALE				
JWF	Ph.D.	HUMANITIES & SOCIAL SCIENCES	Michigan State University	EAST LANSING	MALE				UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Louisville	LOUISVILLE	MALE				
JWF	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Clemson University	CLEMSON	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Cornell University	ITHACA	MALE				
JWF	MASTER'S	EDUCATION	Georgetown University	WASHINGTON D.C	FEMALE				
FF	INV & DOC	BUSINESS ADMINISTRATION & MANAGEMENT	Massachusetts Institute of Technology	CAMBRIDGE	FEMALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	FEMALE				
JWF	MASTER'S	EDUCATION	Southern Illinois University Carbondale	CARBONDALE	MALE				
JWF	Ph.D.	PHYSICAL SCIENCES & MATHEMATICS	University of Cincinnati	CINCINNATI	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Kansas	LAWRENCE	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Louisville	LOUISVILLE	MALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Vanderbilt University	NASHVILLE	MALE				
JWF	MASTER'S	LAW	SOUTHWESTERN LEGAL FOUNDATION	PLANO	MALE				
JWF	MASTER'S	EDUCATION	University of Florida	GAINESVILLE	MALE				UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	University of Cincinnati	CINCINNATI	MALE				UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	North Carolina State University	RALEIGH	MALE				
FF	INV & DOC	HUMANITIES & SOCIAL SCIENCES	Tufts University	BOSTON	MALE				
FF	INV & DOC	PHYSICAL SCIENCES & MATHEMATICS	Tufts University	BOSTON	MALE				
FF	INV & DOC	BUSINESS ADMINISTRATION & MANAGEMENT	Tufts University	BOSTON	MALE				
JWF	MASTER'S	EDUCATION	University of Arkansas, Fayetteville	FAYETTEVILLE	FEMALE				
FLB-LSP	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of California, Berkeley	BERKELEY	MALE				
JWF	Ph.D.	HUMANITIES & SOCIAL SCIENCES	University of Chicago	CHICAGO	MALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of Toledo	TOLEDO	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Indiana University Bloomington	BLOOMINGTON	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	MALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of South Carolina - Columbia	COLUMBIA	MALE				UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	Colorado State University	FORT COLLINS	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Cornell University	ITHACA	MALE				
NSF	INV & DOC	EDUCATION	Florida Institute of Technology-Melbourne	MELBOURNE	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	MALE				
NSF	INV & DOC	PHYSICAL SCIENCES & MATHEMATICS	Ohio University - Main Campus	ATHENS	FEMALE				
FLB-LSP	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	Rice University	HOUSTON	FEMALE				
JWF	MASTER'S	EDUCATION	Sam Houston State University	HUNTSVILLE	FEMALE				
NSF	INV & DOC	EDUCATION	Sam Houston State University	HUNTSVILLE	FEMALE				
FLB-LSP	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Illinois at Urbana-Champaign	URBANA - CHAMPAIGN	MALE				
NSF	INV & DOC	PHYSICAL SCIENCES & MATHEMATICS	University of Nevada - Reno	RENO	FEMALE				
NSF	INV & DOC	EDUCATION	University of Nevada - Reno	RENO	FEMALE				
NSF	INV & DOC	EDUCATION	University of Pittsburgh - Main Campus	PITTSBURGH	FEMALE				
FLB-LSP	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Pittsburgh - Main Campus	PITTSBURGH	MALE				
NSF	INV & DOC	PHYSICAL SCIENCES & MATHEMATICS	Western Carolina University	COLLOWHEE	MALE				
FLB-LSP	MASTER'S	ENGINEERING & APPLIED SCIENCES	Michigan State University	EAST LANSING	MALE				
ATG	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Colorado State University	FORT COLLINS	MALE				
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Columbia University in the City of New York	NEW YORK	MALE				
NSF	INV & DOC	EDUCATION	Gonzaga University	SPOKANE	FEMALE				
VS	INV & DOC	HUMANITIES & SOCIAL SCIENCES	Harvard University	CAMBRIDGE	MALE				
VP	INV & DOC	EDUCATION	Saint Joseph's University	PHILADELPHIA	MALE				
VP	INV & DOC	HUMANITIES & SOCIAL SCIENCES	Temple University	PHILADELPHIA	MALE				
VP	INV & DOC	HUMANITIES & SOCIAL SCIENCES	University of Alabama at Birmingham	BIRMINGHAM	FEMALE				
NSF	INV & DOC	EDUCATION	University of Central Florida	ORLANDO	FEMALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Illinois at Chicago	CHICAGO	MALE				
VP	INV & DOC	HUMANITIES & SOCIAL SCIENCES	University of Wisconsin - Milwaukee	MILWAUKEE	MALE				
ATG	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	Tufts University	BOSTON	FEMALE				
ATG	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Boston University	BOSTON	FEMALE				
VP	INV & DOC	ENGINEERING & APPLIED SCIENCES	Colorado State University	FORT COLLINS	MALE				
ATG	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Harvard University	CAMBRIDGE	MALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	MALE				
ATG	MASTER'S	EDUCATION	SUNY Stony Brook	MANHATTAN	FEMALE				
ATG	Ph.D.	HUMANITIES & SOCIAL SCIENCES	SUNY Stony Brook	MANHATTAN	MALE				
ATG	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	Tufts University	BOSTON	MALE				
ATG	MASTER'S	PHYSICAL SCIENCES & MATHEMATICS	Tufts University	BOSTON	FEMALE				
FLB-LSP	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Alabama at Birmingham	BIRMINGHAM	MALE				
VP	INV & DOC	HUMANITIES & SOCIAL SCIENCES	University of North Florida	JACKSONVILLE	MALE				
ATG	MASTER'S	EDUCATION	University of North Florida	JACKSONVILLE	FEMALE				
ATG	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Pennsylvania	PHILADELPHIA	FEMALE				
VS	INV & DOC	PHYSICAL SCIENCES & MATHEMATICS	University of South Florida	TAMPA	MALE				
ATG	Ph.D.	EDUCATION	University of Wisconsin - Madison	MADISON	MALE				
FLB-LSP	MASTER'S	EDUCATION	Southern Illinois University Carbondale	CARBONDALE	MALE				
SIR	INV & DOC	HUMANITIES & SOCIAL SCIENCES	Florida College	JACKSONVILLE	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	Rensselaer Polytechnic Institute	TROY	MALE				
ATG	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	SUNY Stony Brook	SOUTHAMPTON	MALE				
ATG	MASTER'S	HUMANITIES & SOCIAL SCIENCES	SUNY Stony Brook	MANHATTAN	FEMALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	SUNY Stony Brook	MANHATTAN	FEMALE				
ATG	MASTER'S	EDUCATION	SUNY Stony Brook	MANHATTAN	FEMALE				
ATG	MASTER'S	HUMANITIES & SOCIAL SCIENCES	SUNY Stony Brook	MANHATTAN	FEMALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Kansas	LAWRENCE	FEMALE				
JWF	MASTER'S	EDUCATION	University of Kansas	LAWRENCE	FEMALE				
JWF	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Kansas	LAWRENCE	FEMALE				
JWF	MASTER'S	EDUCATION	Western Illinois University	MACOMB	FEMALE				
ATG	MASTER'S	HUMANITIES & SOCIAL SCIENCES	SUNY Stony Brook	SOUTHAMPTON	MALE				
ATG	Ph.D.	HUMANITIES & SOCIAL SCIENCES	Tulane University	NEW ORLEANS	MALE				
SIR	INV & DOC	EDUCATION	University of Houston - Victoria	VICTORIA	MALE				
ATG	Ph.D.	PHYSICAL SCIENCES & MATHEMATICS	University of Notre Dame	SOUTH BEND	MALE				
ATG	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Boston University	BOSTON	MALE				
ATG	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Harvard University	CAMBRIDGE	MALE				
CIP	INV & DOC	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Iowa State University	AMES	FEMALE				
SIR	INV & DOC	HUMANITIES & SOCIAL SCIENCES	North Carolina State University	RALEIGH	FEMALE				
CIP	INV & DOC	HUMANITIES & SOCIAL SCIENCES	Ohio State University	COLUMBUS	FEMALE				
ATG	MASTER'S	ENGINEERING & APPLIED SCIENCES	Stanford University	STANDFORD	MALE				
ATG	MASTER'S	HUMANITIES & SOCIAL SCIENCES	SUNY Stony Brook	MANHATTAN	FEMALE				
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Kansas	LAWRENCE	MALE				
ATG	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Kansas	LAWRENCE	MALE				
JWF	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Pennsylvania	PHILADELPHIA	MALE				
SIR	INV & DOC	ART & ARCHITECTURE	University of Wisconsin - Milwaukee	MILWAUKEE	MALE				
ATG	Ph.D.	EDUCATION	Ohio State University	COLUMBUS	MALE				UNIVERSIDAD LIBRE
